GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C8H001,C8H002,C8H003,C8H004,C8H005,C8H006
"G3604035","1980","1","2","New York","36",,,,"Woodhull","4035",,,,,,,,,,,,"WOODHULL VILLAGE",85,2,0,30,1,0
"G3604040","1980","1","2","New York","36",,,,"Woodmere","4040",,,,,,,,,,,,"WOODMERE %CDP<",4752,15,1,578,21,2
"G3604045","1980","1","2","New York","36",,,,"Woodridge","4045",,,,,,,,,,,,"WOODRIDGE VILLAGE",176,3,1,139,2,1
"G3604050","1980","1","2","New York","36",,,,"Woodsburgh","4050",,,,,,,,,,,,"WOODSBURGH VILLAGE",201,1,0,86,1,0
"G3604055","1980","1","2","New York","36",,,,"Woodstock","4055",,,,,,,,,,,,"WOODSTOCK %CDP<",595,6,0,428,9,7
"G3604060","1980","1","2","New York","36",,,,"Wurtsboro","4060",,,,,,,,,,,,"WURTSBORO VILLAGE",265,6,0,99,7,5
"G3604065","1980","1","2","New York","36",,,,"Wyandanch","4065",,,,,,,,,,,,"WYANDANCH %CDP<",2295,137,23,798,101,26
"G3604070","1980","1","2","New York","36",,,,"Wyoming","4070",,,,,,,,,,,,"WYOMING VILLAGE",125,3,1,48,0,0
"G3604075","1980","1","2","New York","36",,,,"Yonkers","4075",,,,,,,,,,,,"YONKERS CITY",25468,466,60,45085,2219,594
"G3604080","1980","1","2","New York","36",,,,"Yorkshire","4080",,,,,,,,,,,,"YORKSHIRE %CDP<",364,3,0,97,4,0
"G3604085","1980","1","2","New York","36",,,,"Yorktown Heights","4085",,,,,,,,,,,,"YORKTOWN HEIGHTS %CDP<",1961,19,1,225,7,2
"G3604090","1980","1","2","New York","36",,,,"Yorkville","4090",,,,,,,,,,,,"YORKVILLE VILLAGE",848,8,1,341,4,2
"G3604095","1980","1","2","New York","36",,,,"Youngstown","4095",,,,,,,,,,,,"YOUNGSTOWN VILLAGE",529,10,1,187,5,0
"G3604100","1980","1","2","New York","36",,,,"Zena","4100",,,,,,,,,,,,"ZENA %CDP<",376,4,1,45,1,0
"G3700005","1980","3","5","North Carolina","37",,,,"Aberdeen","0005",,,,,,,,,,,,"ABERDEEN TOWN",539,10,1,236,7,1
"G3700025","1980","3","5","North Carolina","37",,,,"Ahoskie","0025",,,,,,,,,,,,"AHOSKIE TOWN",892,16,1,756,65,26
"G3700027","1980","3","5","North Carolina","37",,,,"Alamance","0027",,,,,,,,,,,,"ALAMANCE VILLAGE",99,2,0,29,3,0
"G3700030","1980","3","5","North Carolina","37",,,,"Albemarle","0030",,,,,,,,,,,,"ALBEMARLE CITY",3946,84,16,1577,90,14
"G3700035","1980","3","5","North Carolina","37",,,,"Alexander Mills","0035",,,,,,,,,,,,"ALEXANDER MILLS TOWN",156,3,0,72,11,3
"G3700037","1980","3","5","North Carolina","37",,,,"Alliance","0037",,,,,,,,,,,,"ALLIANCE TOWN",173,5,1,39,0,0
"G3700040","1980","3","5","North Carolina","37",,,,"Andrews","0040",,,,,,,,,,,,"ANDREWS TOWN",456,11,0,185,10,1
"G3700045","1980","3","5","North Carolina","37",,,,"Angier","0045",,,,,,,,,,,,"ANGIER TOWN",425,14,2,178,7,3
"G3700050","1980","3","5","North Carolina","37",,,,"Ansonville","0050",,,,,,,,,,,,"ANSONVILLE TOWN",167,14,4,59,3,6
"G3700055","1980","3","5","North Carolina","37",,,,"Apex","0055",,,,,,,,,,,,"APEX TOWN",727,24,3,204,14,0
"G3700060","1980","3","5","North Carolina","37",,,,"Arapahoe","0060",,,,,,,,,,,,"ARAPAHOE TOWN",151,2,0,23,0,0
"G3700065","1980","3","5","North Carolina","37",,,,"Archdale","0065",,,,,,,,,,,,"ARCHDALE CITY",1503,21,3,536,25,4
"G3700070","1980","3","5","North Carolina","37",,,,"Arlington","0070",,,,,,,,,,,,"ARLINGTON TOWN",250,4,1,62,4,0
"G3700075","1980","3","5","North Carolina","37",,,,"Asheboro","0075",,,,,,,,,,,,"ASHEBORO CITY",3924,46,7,2078,59,16
"G3700080","1980","3","5","North Carolina","37",,,,"Asheboro South","0080",,,,,,,,,,,,"ASHEBORO SOUTH %CDP<",685,14,2,116,6,0
"G3700090","1980","3","5","North Carolina","37",,,,"Asheboro West","0090",,,,,,,,,,,,"ASHEBORO WEST %CDP<",413,8,0,99,6,0
"G3700095","1980","3","5","North Carolina","37",,,,"Asheville","0095",,,,,,,,,,,,"ASHEVILLE CITY",12921,201,39,8337,251,72
"G3700100","1980","3","5","North Carolina","37",,,,"Askewville","0100",,,,,,,,,,,,"ASKEWVILLE TOWN",68,0,0,10,2,0
"G3700105","1980","3","5","North Carolina","37",,,,"Atkinson","0105",,,,,,,,,,,,"ATKINSON TOWN",100,1,0,24,0,0
"G3700115","1980","3","5","North Carolina","37",,,,"Atlantic Beach","0115",,,,,,,,,,,,"ATLANTIC BEACH TOWN",219,4,0,142,4,0
"G3700120","1980","3","5","North Carolina","37",,,,"Aulander","0120",,,,,,,,,,,,"AULANDER TOWN",255,7,2,181,10,2
"G3700125","1980","3","5","North Carolina","37",,,,"Aurora","0125",,,,,,,,,,,,"AURORA TOWN",168,5,0,99,3,0
"G3700130","1980","3","5","North Carolina","37",,,,"Autryville","0130",,,,,,,,,,,,"AUTRYVILLE TOWN",61,1,0,22,0,2
"G3700140","1980","3","5","North Carolina","37",,,,"Ayden","0140",,,,,,,,,,,,"AYDEN TOWN",1023,23,5,524,31,10
"G3700145","1980","3","5","North Carolina","37",,,,"Badin","0145",,,,,,,,,,,,"BADIN %CDP<",470,16,2,105,10,6
"G3700150","1980","3","5","North Carolina","37",,,,"Bailey","0150",,,,,,,,,,,,"BAILEY TOWN",206,1,1,81,2,0
"G3700155","1980","3","5","North Carolina","37",,,,"Bakersville","0155",,,,,,,,,,,,"BAKERSVILLE TOWN",110,3,0,29,0,2
"G3700161","1980","3","5","North Carolina","37",,,,"Balfour","0161",,,,,,,,,,,,"BALFOUR %CDP<",558,7,3,148,4,2
"G3700170","1980","3","5","North Carolina","37",,,,"Banner Elk","0170",,,,,,,,,,,,"BANNER ELK TOWN",107,1,0,91,3,1
"G3700175","1980","3","5","North Carolina","37",,,,"Bannertown","0175",,,,,,,,,,,,"BANNERTOWN %CDP<",288,10,1,105,6,2
"G3700180","1980","3","5","North Carolina","37",,,,"Barker Heights","0180",,,,,,,,,,,,"BARKER HEIGHTS %CDP<",348,11,3,98,2,0
"G3700190","1980","3","5","North Carolina","37",,,,"Bath","0190",,,,,,,,,,,,"BATH TOWN",70,0,0,27,0,0
"G3700195","1980","3","5","North Carolina","37",,,,"Battleboro","0195",,,,,,,,,,,,"BATTLEBORO TOWN",161,6,1,46,6,0
"G3700200","1980","3","5","North Carolina","37",,,,"Bayboro","0200",,,,,,,,,,,,"BAYBORO TOWN",196,3,3,68,2,2
"G3700210","1980","3","5","North Carolina","37",,,,"Beargrass","0210",,,,,,,,,,,,"BEARGRASS TOWN",0,0,0,0,0,0
"G3700215","1980","3","5","North Carolina","37",,,,"Beaufort","0215",,,,,,,,,,,,"BEAUFORT TOWN",980,15,5,541,13,3
"G3700220","1980","3","5","North Carolina","37",,,,"Belhaven","0220",,,,,,,,,,,,"BELHAVEN TOWN",540,30,16,234,23,4
"G3700230","1980","3","5","North Carolina","37",,,,"Belmont","0230",,,,,,,,,,,,"BELMONT CITY",718,12,2,771,70,23
"G3700240","1980","3","5","North Carolina","37",,,,"Belville","0240",,,,,,,,,,,,"BELVILLE TOWN",13,1,1,19,1,1
"G3700242","1980","3","5","North Carolina","37",,,,"Belwood","0242",,,,,,,,,,,,"BELWOOD TOWN",200,2,1,28,2,0
"G3700245","1980","3","5","North Carolina","37",,,,"Benson","0245",,,,,,,,,,,,"BENSON TOWN",493,12,5,534,27,9
"G3700255","1980","3","5","North Carolina","37",,,,"Bessemer City","0255",,,,,,,,,,,,"BESSEMER CITY CITY",1123,38,5,406,56,6
"G3700260","1980","3","5","North Carolina","37",,,,"Bethel","0260",,,,,,,,,,,,"BETHEL TOWN",408,18,5,200,22,7
"G3700265","1980","3","5","North Carolina","37",,,,"Beulaville","0265",,,,,,,,,,,,"BEULAVILLE TOWN",268,9,1,126,5,3
"G3700270","1980","3","5","North Carolina","37",,,,"Biltmore Forest","0270",,,,,,,,,,,,"BILTMORE FOREST TOWN",466,1,1,90,1,1
"G3700275","1980","3","5","North Carolina","37",,,,"Biscoe","0275",,,,,,,,,,,,"BISCOE TOWN",337,14,5,77,2,6
"G3700280","1980","3","5","North Carolina","37",,,,"Black Creek","0280",,,,,,,,,,,,"BLACK CREEK TOWN",128,3,1,41,4,0
"G3700285","1980","3","5","North Carolina","37",,,,"Black Mountain","0285",,,,,,,,,,,,"BLACK MOUNTAIN TOWN",1113,24,3,412,18,2
"G3700290","1980","3","5","North Carolina","37",,,,"Bladenboro","0290",,,,,,,,,,,,"BLADENBORO TOWN",414,12,3,101,2,2
"G3700295","1980","3","5","North Carolina","37",,,,"Blowing Rock","0295",,,,,,,,,,,,"BLOWING ROCK TOWN",403,1,0,166,2,1
"G3700300","1980","3","5","North Carolina","37",,,,"Boger City","0300",,,,,,,,,,,,"BOGER CITY %CDP<",583,7,2,236,9,2
"G3700304","1980","3","5","North Carolina","37",,,,"Boiling Spring Lakes","0304",,,,,,,,,,,,"BOILING SPRING LAKES CITY",322,5,1,35,1,0
"G3700305","1980","3","5","North Carolina","37",,,,"Boiling Springs","0305",,,,,,,,,,,,"BOILING SPRINGS TOWN",349,8,1,214,12,5
"G3700310","1980","3","5","North Carolina","37",,,,"Bolivia","0310",,,,,,,,,,,,"BOLIVIA TOWN",68,3,0,21,1,0
"G3700315","1980","3","5","North Carolina","37",,,,"Bolton","0315",,,,,,,,,,,,"BOLTON TOWN",155,6,1,30,3,1
"G3700318","1980","3","5","North Carolina","37",,,,"Bonnie Doone","0318",,,,,,,,,,,,"BONNIE DOONE %CDP<",609,26,11,1460,93,36
"G3700325","1980","3","5","North Carolina","37",,,,"Boone","0325",,,,,,,,,,,,"BOONE TOWN",1194,12,4,1588,19,11
"G3700330","1980","3","5","North Carolina","37",,,,"Boonville","0330",,,,,,,,,,,,"BOONVILLE TOWN",314,4,0,51,1,0
"G3700335","1980","3","5","North Carolina","37",,,,"Bostic","0335",,,,,,,,,,,,"BOSTIC TOWN",122,2,0,41,0,2
"G3700345","1980","3","5","North Carolina","37",,,,"Brevard","0345",,,,,,,,,,,,"BREVARD CITY",1239,24,4,537,17,5
"G3700350","1980","3","5","North Carolina","37",,,,"Bridgeton","0350",,,,,,,,,,,,"BRIDGETON TOWN",109,1,1,76,5,2
"G3700355","1980","3","5","North Carolina","37",,,,"Broadway","0355",,,,,,,,,,,,"BROADWAY TOWN",253,4,0,64,1,1
"G3700357","1980","3","5","North Carolina","37",,,,"Brogden","0357",,,,,,,,,,,,"BROGDEN %CDP<",667,51,4,140,6,3
"G3700360","1980","3","5","North Carolina","37",,,,"Brookford","0360",,,,,,,,,,,,"BROOKFORD TOWN",128,5,3,48,4,0
"G3700365","1980","3","5","North Carolina","37",,,,"Brunswick","0365",,,,,,,,,,,,"BRUNSWICK TOWN",45,0,0,26,1,0
"G3700370","1980","3","5","North Carolina","37",,,,"Bryson City","0370",,,,,,,,,,,,"BRYSON CITY TOWN",319,8,3,221,10,7
"G3700372","1980","3","5","North Carolina","37",,,,"Buies Creek","0372",,,,,,,,,,,,"BUIES CREEK %CDP<",169,0,0,191,1,2
"G3700380","1980","3","5","North Carolina","37",,,,"Bunn","0380",,,,,,,,,,,,"BUNN TOWN",100,1,1,35,1,1
"G3700385","1980","3","5","North Carolina","37",,,,"Burgaw","0385",,,,,,,,,,,,"BURGAW TOWN",429,10,7,147,5,1
"G3700390","1980","3","5","North Carolina","37",,,,"Burlington","0390",,,,,,,,,,,,"BURLINGTON CITY",9156,165,27,4746,214,59
"G3700395","1980","3","5","North Carolina","37",,,,"Burnsville","0395",,,,,,,,,,,,"BURNSVILLE TOWN",372,5,1,169,8,3
"G3700397","1980","3","5","North Carolina","37",,,,"Butner","0397",,,,,,,,,,,,"BUTNER %CDP<",624,24,6,175,7,2
"G3700398","1980","3","5","North Carolina","37",,,,"Calabash","0398",,,,,,,,,,,,"CALABASH TOWN",44,1,1,7,1,0
"G3700400","1980","3","5","North Carolina","37",,,,"Calypso","0400",,,,,,,,,,,,"CALYPSO TOWN",175,6,1,62,4,2
"G3700405","1980","3","5","North Carolina","37",,,,"Cameron","0405",,,,,,,,,,,,"CAMERON TOWN",53,3,1,18,0,1
"G3700408","1980","3","5","North Carolina","37",,,,"Camp Lejeune","0408",,,,,,,,,,,,"CAMP LEJEUNE %CDP<",73,4,0,3641,129,35
"G3700410","1980","3","5","North Carolina","37",,,,"Candor","0410",,,,,,,,,,,,"CANDOR TOWN",237,7,0,71,3,3
"G3700415","1980","3","5","North Carolina","37",,,,"Canton","0415",,,,,,,,,,,,"CANTON TOWN",1321,17,4,489,17,5
"G3700420","1980","3","5","North Carolina","37",,,,"Cape Carteret","0420",,,,,,,,,,,,"CAPE CARTERET TOWN",297,2,0,57,1,0
"G3700430","1980","3","5","North Carolina","37",,,,"Carolina Beach","0430",,,,,,,,,,,,"CAROLINA BEACH TOWN",482,6,4,271,9,1
"G3700435","1980","3","5","North Carolina","37",,,,"Carrboro","0435",,,,,,,,,,,,"CARRBORO TOWN",774,18,2,2760,18,9
"G3700440","1980","3","5","North Carolina","37",,,,"Carthage","0440",,,,,,,,,,,,"CARTHAGE TOWN",284,5,1,73,1,0
"G3700445","1980","3","5","North Carolina","37",,,,"Cary","0445",,,,,,,,,,,,"CARY TOWN",5545,23,3,1875,38,17
"G3700447","1980","3","5","North Carolina","37",,,,"Casar","0447",,,,,,,,,,,,"CASAR TOWN",97,3,0,31,0,0
"G3700450","1980","3","5","North Carolina","37",,,,"Cashiers","0450",,,,,,,,,,,,"CASHIERS TOWN",163,3,1,40,0,0
"G3700455","1980","3","5","North Carolina","37",,,,"Castalia","0455",,,,,,,,,,,,"CASTALIA TOWN",82,8,1,36,1,0
"G3700456","1980","3","5","North Carolina","37",,,,"Castle Hayne","0456",,,,,,,,,,,,"CASTLE HAYNE %CDP<",257,6,1,96,2,4
"G3700457","1980","3","5","North Carolina","37",,,,"Caswell Beach","0457",,,,,,,,,,,,"CASWELL BEACH TOWN",30,0,0,16,0,0
"G3700460","1980","3","5","North Carolina","37",,,,"Catawba","0460",,,,,,,,,,,,"CATAWBA TOWN",148,1,1,37,0,1
"G3700463","1980","3","5","North Carolina","37",,,,"Centerville","0463",,,,,,,,,,,,"CENTERVILLE TOWN",47,0,0,6,0,0
"G3700465","1980","3","5","North Carolina","37",,,,"Cerro Gordo","0465",,,,,,,,,,,,"CERRO GORDO TOWN",63,5,0,24,2,3
"G3700470","1980","3","5","North Carolina","37",,,,"Chadbourn","0470",,,,,,,,,,,,"CHADBOURN TOWN",437,18,7,243,16,6
"G3700472","1980","3","5","North Carolina","37",,,,"Chadwick Acres","0472",,,,,,,,,,,,"CHADWICK ACRES TOWN",5,0,0,0,0,0
"G3700475","1980","3","5","North Carolina","37",,,,"Chapel Hill","0475",,,,,,,,,,,,"CHAPEL HILL TOWN",4138,16,6,5717,88,54
"G3700480","1980","3","5","North Carolina","37",,,,"Charlotte","0480",,,,,,,,,,,,"CHARLOTTE CITY",63039,1234,208,50124,2441,771
"G3700490","1980","3","5","North Carolina","37",,,,"Cherryville","0490",,,,,,,,,,,,"CHERRYVILLE CITY",1331,19,2,457,18,3
"G3700495","1980","3","5","North Carolina","37",,,,"China Grove","0495",,,,,,,,,,,,"CHINA GROVE TOWN",578,3,1,214,15,1
"G3700497","1980","3","5","North Carolina","37",,,,"China Grove Cotton Mill Village","0497",,,,,,,,,,,,"CHINA GROVE COTTON MILL VILLAGE %CDP<",282,12,1,142,13,0
"G3700500","1980","3","5","North Carolina","37",,,,"Chocowinity","0500",,,,,,,,,,,,"CHOCOWINITY TOWN",163,3,0,81,4,1
"G3700505","1980","3","5","North Carolina","37",,,,"Claremont","0505",,,,,,,,,,,,"CLAREMONT CITY",223,6,2,106,4,2
"G3700510","1980","3","5","North Carolina","37",,,,"Clarkton","0510",,,,,,,,,,,,"CLARKTON TOWN",190,9,1,42,1,1
"G3700515","1980","3","5","North Carolina","37",,,,"Clayton","0515",,,,,,,,,,,,"CLAYTON TOWN",956,30,5,519,14,5
"G3700518","1980","3","5","North Carolina","37",,,,"Clemmons","0518",,,,,,,,,,,,"CLEMMONS %CDP<",1983,6,2,570,9,0
"G3700520","1980","3","5","North Carolina","37",,,,"Cleveland","0520",,,,,,,,,,,,"CLEVELAND TOWN",147,10,0,40,5,0
"G3700535","1980","3","5","North Carolina","37",,,,"Clinton","0535",,,,,,,,,,,,"CLINTON CITY",1582,51,7,1155,52,13
"G3700540","1980","3","5","North Carolina","37",,,,"Clyde","0540",,,,,,,,,,,,"CLYDE TOWN",239,2,0,125,2,1
"G3700545","1980","3","5","North Carolina","37",,,,"Coats","0545",,,,,,,,,,,,"COATS TOWN",351,11,1,175,5,0
"G3700547","1980","3","5","North Carolina","37",,,,"Cofield","0547",,,,,,,,,,,,"COFIELD VILLAGE",100,9,1,39,3,2
"G3700550","1980","3","5","North Carolina","37",,,,"Colerain","0550",,,,,,,,,,,,"COLERAIN TOWN",98,1,0,22,0,0
"G3700555","1980","3","5","North Carolina","37",,,,"Columbia","0555",,,,,,,,,,,,"COLUMBIA TOWN",176,12,2,90,6,2
"G3700560","1980","3","5","North Carolina","37",,,,"Columbus","0560",,,,,,,,,,,,"COLUMBUS TOWN",225,3,0,53,4,1
"G3700563","1980","3","5","North Carolina","37",,,,"Como","0563",,,,,,,,,,,,"COMO TOWN",29,0,0,10,0,0
"G3700565","1980","3","5","North Carolina","37",,,,"Concord","0565",,,,,,,,,,,,"CONCORD CITY",3928,80,11,2155,163,34
"G3700575","1980","3","5","North Carolina","37",,,,"Conetoe","0575",,,,,,,,,,,,"CONETOE TOWN",44,7,2,18,2,0
"G3700580","1980","3","5","North Carolina","37",,,,"Conover","0580",,,,,,,,,,,,"CONOVER CITY",1097,23,5,340,11,4
"G3700585","1980","3","5","North Carolina","37",,,,"Conway","0585",,,,,,,,,,,,"CONWAY TOWN",215,2,1,46,1,1
"G3700590","1980","3","5","North Carolina","37",,,,"Cooleemee","0590",,,,,,,,,,,,"COOLEEMEE %CDP<",437,15,1,88,8,1
"G3700600","1980","3","5","North Carolina","37",,,,"Cornelius","0600",,,,,,,,,,,,"CORNELIUS TOWN",380,10,0,166,8,4
"G3700610","1980","3","5","North Carolina","37",,,,"Cove City","0610",,,,,,,,,,,,"COVE CITY TOWN",127,6,2,28,4,1
"G3700613","1980","3","5","North Carolina","37",,,,"Cramerton","0613",,,,,,,,,,,,"CRAMERTON TOWN",542,13,1,174,16,3
"G3700620","1980","3","5","North Carolina","37",,,,"Creedmoor","0620",,,,,,,,,,,,"CREEDMOOR CITY",401,16,6,158,11,5
"G3700625","1980","3","5","North Carolina","37",,,,"Creswell","0625",,,,,,,,,,,,"CRESWELL TOWN",97,2,2,39,2,1
"G3700626","1980","3","5","North Carolina","37",,,,"Cricket","0626",,,,,,,,,,,,"CRICKET %CDP<",622,13,4,202,14,2
"G3700630","1980","3","5","North Carolina","37",,,,"Crossnore","0630",,,,,,,,,,,,"CROSSNORE TOWN",74,3,0,18,0,1
"G3700645","1980","3","5","North Carolina","37",,,,"Dallas","0645",,,,,,,,,,,,"DALLAS TOWN",600,34,3,497,54,13
"G3700650","1980","3","5","North Carolina","37",,,,"Danbury","0650",,,,,,,,,,,,"DANBURY TOWN",42,1,0,9,0,0
"G3700660","1980","3","5","North Carolina","37",,,,"Davidson","0660",,,,,,,,,,,,"DAVIDSON TOWN",493,15,0,275,13,2
"G3700675","1980","3","5","North Carolina","37",,,,"Dellview","0675",,,,,,,,,,,,"DELLVIEW TOWN",0,0,0,0,0,0
"G3700680","1980","3","5","North Carolina","37",,,,"Denton","0680",,,,,,,,,,,,"DENTON TOWN",257,3,1,116,5,1
"G3700695","1980","3","5","North Carolina","37",,,,"Dillsboro","0695",,,,,,,,,,,,"DILLSBORO TOWN",48,0,0,31,0,0
"G3700700","1980","3","5","North Carolina","37",,,,"Dobson","0700",,,,,,,,,,,,"DOBSON TOWN",267,9,1,129,3,7
"G3700705","1980","3","5","North Carolina","37",,,,"Dortches","0705",,,,,,,,,,,,"DORTCHES TOWN",193,0,0,93,8,5
"G3700710","1980","3","5","North Carolina","37",,,,"Dover","0710",,,,,,,,,,,,"DOVER TOWN",146,3,4,47,4,2
"G3700720","1980","3","5","North Carolina","37",,,,"Drexel","0720",,,,,,,,,,,,"DREXEL TOWN",406,6,5,127,2,0
"G3700730","1980","3","5","North Carolina","37",,,,"Dublin","0730",,,,,,,,,,,,"DUBLIN TOWN",129,3,0,46,1,1
"G3700745","1980","3","5","North Carolina","37",,,,"Dunn","0745",,,,,,,,,,,,"DUNN CITY",1804,55,11,1285,89,36
"G3700750","1980","3","5","North Carolina","37",,,,"Durham","0750",,,,,,,,,,,,"DURHAM CITY",15603,282,79,20608,1077,327
"G3700753","1980","3","5","North Carolina","37",,,,"Earl","0753",,,,,,,,,,,,"EARL TOWN",46,0,0,32,0,0
"G3700754","1980","3","5","North Carolina","37",,,,"East Arcadia","0754",,,,,,,,,,,,"EAST ARCADIA TOWN",111,10,1,15,1,0
"G3700755","1980","3","5","North Carolina","37",,,,"East Bend","0755",,,,,,,,,,,,"EAST BEND TOWN",162,3,1,44,7,0
"G3700763","1980","3","5","North Carolina","37",,,,"East Flat Rock","0763",,,,,,,,,,,,"EAST FLAT ROCK %CDP<",965,25,4,262,8,4
"G3700770","1980","3","5","North Carolina","37",,,,"East Laurinburg","0770",,,,,,,,,,,,"EAST LAURINBURG TOWN",118,8,8,36,7,1
"G3700776","1980","3","5","North Carolina","37",,,,"East Marion","0776",,,,,,,,,,,,"EAST MARION %CDP<",457,20,5,166,17,9
"G3700779","1980","3","5","North Carolina","37",,,,"Eastover","0779",,,,,,,,,,,,"EASTOVER %CDP<",277,4,1,81,5,0
"G3700780","1980","3","5","North Carolina","37",,,,"East Rockingham","0780",,,,,,,,,,,,"EAST ROCKINGHAM %CDP<",1343,70,13,402,31,8
"G3700785","1980","3","5","North Carolina","37",,,,"East Spencer","0785",,,,,,,,,,,,"EAST SPENCER TOWN",350,25,7,299,29,4
"G3700790","1980","3","5","North Carolina","37",,,,"Eden","0790",,,,,,,,,,,,"EDEN CITY",4295,116,22,1573,82,28
"G3700795","1980","3","5","North Carolina","37",,,,"Edenton","0795",,,,,,,,,,,,"EDENTON TOWN",1034,27,7,757,59,6
"G3700805","1980","3","5","North Carolina","37",,,,"Elizabeth City","0805",,,,,,,,,,,,"ELIZABETH CITY CITY",2699,51,9,2171,99,25
"G3700810","1980","3","5","North Carolina","37",,,,"Elizabethtown","0810",,,,,,,,,,,,"ELIZABETHTOWN TOWN",880,31,10,296,24,5
"G3700815","1980","3","5","North Carolina","37",,,,"Elkin","0815",,,,,,,,,,,,"ELKIN TOWN",881,2,1,253,3,2
"G3700820","1980","3","5","North Carolina","37",,,,"Elk Park","0820",,,,,,,,,,,,"ELK PARK TOWN",153,1,0,33,4,0
"G3700825","1980","3","5","North Carolina","37",,,,"Ellenboro","0825",,,,,,,,,,,,"ELLENBORO TOWN",149,2,0,71,3,0
"G3700830","1980","3","5","North Carolina","37",,,,"Ellerbe","0830",,,,,,,,,,,,"ELLERBE TOWN",332,14,4,128,14,4
"G3700835","1980","3","5","North Carolina","37",,,,"Elm City","0835",,,,,,,,,,,,"ELM CITY TOWN",341,13,6,151,12,11
"G3700840","1980","3","5","North Carolina","37",,,,"Elon College","0840",,,,,,,,,,,,"ELON COLLEGE TOWN",379,8,0,233,7,0
"G3700843","1980","3","5","North Carolina","37",,,,"Elroy","0843",,,,,,,,,,,,"ELROY %CDP<",944,23,3,407,25,3
"G3700845","1980","3","5","North Carolina","37",,,,"Emerald Isle","0845",,,,,,,,,,,,"EMERALD ISLE TOWN",282,4,0,83,1,0
"G3700850","1980","3","5","North Carolina","37",,,,"Enfield","0850",,,,,,,,,,,,"ENFIELD TOWN",475,17,8,390,53,30
"G3700852","1980","3","5","North Carolina","37",,,,"Enka","0852",,,,,,,,,,,,"ENKA %CDP<",1450,42,3,433,18,7
"G3700854","1980","3","5","North Carolina","37",,,,"Enochville","0854",,,,,,,,,,,,"ENOCHVILLE %CDP<",771,13,2,132,10,0
"G3700856","1980","3","5","North Carolina","37",,,,"Erwin","0856",,,,,,,,,,,,"ERWIN TOWN",918,17,0,163,6,3
"G3700860","1980","3","5","North Carolina","37",,,,"Eureka","0860",,,,,,,,,,,,"EUREKA TOWN",84,5,1,22,1,0
"G3700865","1980","3","5","North Carolina","37",,,,"Everetts","0865",,,,,,,,,,,,"EVERETTS TOWN",52,0,1,20,4,1
"G3700875","1980","3","5","North Carolina","37",,,,"Fair Bluff","0875",,,,,,,,,,,,"FAIR BLUFF TOWN",276,18,7,78,3,4
"G3700880","1980","3","5","North Carolina","37",,,,"Fairmont","0880",,,,,,,,,,,,"FAIRMONT TOWN",530,25,4,326,40,11
"G3700881","1980","3","5","North Carolina","37",,,,"Fairplains","0881",,,,,,,,,,,,"FAIRPLAINS %CDP<",819,16,2,278,18,5
"G3700882","1980","3","5","North Carolina","37",,,,"Fairview","0882",,,,,,,,,,,,"FAIRVIEW %CDP<",224,18,8,73,13,2
"G3700885","1980","3","5","North Carolina","37",,,,"Faison","0885",,,,,,,,,,,,"FAISON TOWN",200,1,1,84,2,1
"G3700890","1980","3","5","North Carolina","37",,,,"Faith","0890",,,,,,,,,,,,"FAITH TOWN",163,2,1,43,2,0
"G3700895","1980","3","5","North Carolina","37",,,,"Falcon","0895",,,,,,,,,,,,"FALCON TOWN",41,0,1,40,1,0
"G3700900","1980","3","5","North Carolina","37",,,,"Falkland","0900",,,,,,,,,,,,"FALKLAND TOWN",26,1,0,13,2,0
"G3700902","1980","3","5","North Carolina","37",,,,"Fallston","0902",,,,,,,,,,,,"FALLSTON TOWN",149,1,0,38,5,0
"G3700905","1980","3","5","North Carolina","37",,,,"Farmville","0905",,,,,,,,,,,,"FARMVILLE TOWN",916,23,10,697,51,15
"G3700910","1980","3","5","North Carolina","37",,,,"Fayetteville","0910",,,,,,,,,,,,"FAYETTEVILLE CITY",11569,249,47,9105,451,125
"G3700925","1980","3","5","North Carolina","37",,,,"Flat Rock","0925",,,,,,,,,,,,"FLAT ROCK %CDP<",516,19,4,127,16,2
"G3700930","1980","3","5","North Carolina","37",,,,"Forest City","0930",,,,,,,,,,,,"FOREST CITY TOWN",1590,40,9,1129,74,18
"G3700932","1980","3","5","North Carolina","37",,,,"Fort Bragg","0932",,,,,,,,,,,,"FORT BRAGG %CDP<",25,5,0,4371,237,48
"G3700935","1980","3","5","North Carolina","37",,,,"Fountain","0935",,,,,,,,,,,,"FOUNTAIN TOWN",105,2,0,72,3,1
"G3700940","1980","3","5","North Carolina","37",,,,"Four Oaks","0940",,,,,,,,,,,,"FOUR OAKS TOWN",267,4,1,137,6,1
"G3700943","1980","3","5","North Carolina","37",,,,"Foxfire","0943",,,,,,,,,,,,"FOXFIRE VILLAGE",60,0,0,7,0,0
"G3700945","1980","3","5","North Carolina","37",,,,"Franklin","0945",,,,,,,,,,,,"FRANKLIN TOWN",780,14,1,301,12,2
"G3700950","1980","3","5","North Carolina","37",,,,"Franklinton","0950",,,,,,,,,,,,"FRANKLINTON TOWN",341,10,2,151,14,1
